"GEO_ID","NAME","B08303_001E","B08303_001EA","B08303_001M","B08303_001MA","B08303_002E","B08303_002EA","B08303_002M","B08303_002MA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004M","B08303_004MA","B08303_004EA","B08303_005E","B08303_005M","B08303_005MA","B08303_005EA","B08303_006E","B08303_006M","B08303_006MA","B08303_006EA","B08303_007E","B08303_007M","B08303_007MA","B08303_007EA","B08303_008E","B08303_008M","B08303_008MA","B08303_008EA","B08303_009E","B08303_009EA","B08303_009M","B08303_009MA","B08303_010E","B08303_010M","B08303_010MA","B08303_010EA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031170700","Census Tract 1707, Cook County, Illinois","1232","null","168","null","28","null","43","null","19","17","null","null","69","36","null","null","136","55","null","null","173","66","null","null","34","30","null","null","242","82","null","null","0","null","11","null","52","35","null","null","243","null","91","null","195","null","79","null","41","null","37","null",
"1400000US17031170800","Census Tract 1708, Cook County, Illinois","1778","null","215","null","35","null","31","null","27","33","null","null","143","66","null","null","122","58","null","null","168","67","null","null","106","52","null","null","391","143","null","null","63","null","35","null","128","61","null","null","254","null","87","null","316","null","136","null","25","null","26","null",
"1400000US17031170900","Census Tract 1709, Cook County, Illinois","891","null","108","null","17","null","17","null","11","17","null","null","49","37","null","null","97","43","null","null","86","41","null","null","9","10","null","null","91","52","null","null","43","null","34","null","83","44","null","null","149","null","56","null","208","null","83","null","48","null","30","null",
"1400000US17031171000","Census Tract 1710, Cook County, Illinois","3934","null","531","null","0","null","15","null","86","70","null","null","266","132","null","null","162","104","null","null","462","164","null","null","219","163","null","null","926","284","null","null","14","null","22","null","424","166","null","null","640","null","207","null","653","null","230","null","82","null","74","null",
"1400000US17031171100","Census Tract 1711, Cook County, Illinois","2221","null","298","null","0","null","11","null","88","93","null","null","72","63","null","null","65","45","null","null","241","103","null","null","83","55","null","null","579","204","null","null","62","null","47","null","177","88","null","null","424","null","215","null","357","null","144","null","73","null","90","null",
"1400000US17031180100","Census Tract 1801, Cook County, Illinois","2575","null","375","null","0","null","15","null","69","63","null","null","167","101","null","null","163","101","null","null","305","223","null","null","171","93","null","null","462","167","null","null","59","null","44","null","314","116","null","null","501","null","213","null","266","null","161","null","98","null","74","null",
"1400000US17031190100","Census Tract 1901, Cook County, Illinois","1065","null","204","null","0","null","11","null","16","18","null","null","68","47","null","null","86","52","null","null","137","76","null","null","73","41","null","null","311","89","null","null","5","null","7","null","56","49","null","null","105","null","57","null","138","null","103","null","70","null","45","null",
"1400000US17031190200","Census Tract 1902, Cook County, Illinois","2347","null","274","null","17","null","26","null","46","41","null","null","200","97","null","null","153","84","null","null","196","86","null","null","94","99","null","null","629","146","null","null","9","null","14","null","138","67","null","null","425","null","132","null","389","null","129","null","51","null","32","null",
"1400000US17031190300","Census Tract 1903, Cook County, Illinois","2628","null","256","null","26","null","28","null","22","26","null","null","110","55","null","null","205","102","null","null","303","125","null","null","100","66","null","null","645","169","null","null","88","null","67","null","153","74","null","null","432","null","132","null","396","null","120","null","148","null","101","null",
"1400000US17031190401","Census Tract 1904.01, Cook County, Illinois","1596","null","233","null","43","null","41","null","5","8","null","null","48","45","null","null","110","68","null","null","146","72","null","null","73","60","null","null","454","164","null","null","41","null","50","null","139","84","null","null","172","null","100","null","282","null","110","null","83","null","64","null",
"1400000US17031190402","Census Tract 1904.02, Cook County, Illinois","1895","null","297","null","0","null","11","null","49","46","null","null","60","54","null","null","88","63","null","null","141","70","null","null","122","55","null","null","553","155","null","null","120","null","69","null","167","75","null","null","306","null","118","null","247","null","114","null","42","null","36","null",
"1400000US17031190601","Census Tract 1906.01, Cook County, Illinois","1953","null","373","null","0","null","11","null","89","73","null","null","100","74","null","null","68","65","null","null","155","100","null","null","167","100","null","null","290","139","null","null","70","null","66","null","102","88","null","null","476","null","183","null","345","null","167","null","91","null","77","null",
"1400000US17031190602","Census Tract 1906.02, Cook County, Illinois","2326","null","395","null","20","null","32","null","34","41","null","null","118","94","null","null","195","101","null","null","295","128","null","null","143","64","null","null","493","157","null","null","133","null","117","null","234","118","null","null","352","null","167","null","291","null","148","null","18","null","28","null",
"1400000US17031190701","Census Tract 1907.01, Cook County, Illinois","1200","null","166","null","25","null","28","null","35","30","null","null","119","72","null","null","121","63","null","null","105","59","null","null","75","45","null","null","253","94","null","null","84","null","35","null","32","32","null","null","120","null","52","null","221","null","89","null","10","null","16","null",
"1400000US17031190702","Census Tract 1907.02, Cook County, Illinois","2272","null","286","null","0","null","11","null","10","16","null","null","89","90","null","null","67","63","null","null","202","117","null","null","87","64","null","null","494","170","null","null","63","null","52","null","174","100","null","null","294","null","125","null","649","null","202","null","143","null","98","null",
"1400000US17031190800","Census Tract 1908, Cook County, Illinois","2451","null","337","null","18","null","28","null","114","78","null","null","162","91","null","null","114","74","null","null","277","122","null","null","121","79","null","null","621","160","null","null","9","null","14","null","139","87","null","null","387","null","164","null","382","null","158","null","107","null","80","null",
"1400000US17031190900","Census Tract 1909, Cook County, Illinois","879","null","206","null","0","null","11","null","36","33","null","null","71","61","null","null","52","39","null","null","69","68","null","null","35","31","null","null","246","95","null","null","26","null","33","null","31","41","null","null","173","null","70","null","122","null","65","null","18","null","27","null",
"1400000US17031191000","Census Tract 1910, Cook County, Illinois","1147","null","206","null","22","null","29","null","0","11","null","null","80","46","null","null","75","42","null","null","60","33","null","null","16","20","null","null","326","144","null","null","25","null","22","null","128","61","null","null","154","null","67","null","245","null","90","null","16","null","18","null",
"1400000US17031191100","Census Tract 1911, Cook County, Illinois","3063","null","429","null","4","null","8","null","90","86","null","null","165","99","null","null","124","72","null","null","270","148","null","null","174","89","null","null","836","247","null","null","95","null","71","null","302","145","null","null","364","null","144","null","588","null","190","null","51","null","53","null",
"1400000US17031191200","Census Tract 1912, Cook County, Illinois","1595","null","260","null","0","null","11","null","68","54","null","null","133","64","null","null","104","56","null","null","186","86","null","null","43","34","null","null","271","89","null","null","40","null","37","null","182","81","null","null","250","null","103","null","253","null","101","null","65","null","42","null",
"1400000US17031191301","Census Tract 1913.01, Cook County, Illinois","2594","null","490","null","28","null","39","null","48","61","null","null","202","181","null","null","106","78","null","null","216","116","null","null","75","49","null","null","661","248","null","null","86","null","65","null","179","135","null","null","613","null","222","null","184","null","108","null","196","null","148","null",
"1400000US17031191302","Census Tract 1913.02, Cook County, Illinois","1876","null","360","null","22","null","37","null","99","73","null","null","119","86","null","null","140","78","null","null","320","161","null","null","93","84","null","null","326","131","null","null","46","null","50","null","137","94","null","null","218","null","119","null","316","null","145","null","40","null","48","null",
"1400000US17031200100","Census Tract 2001, Cook County, Illinois","2071","null","297","null","0","null","11","null","38","48","null","null","219","106","null","null","132","78","null","null","283","106","null","null","146","115","null","null","225","104","null","null","38","null","36","null","107","73","null","null","218","null","122","null","544","null","226","null","121","null","103","null",
"1400000US17031200200","Census Tract 2002, Cook County, Illinois","2196","null","316","null","31","null","34","null","126","99","null","null","182","101","null","null","96","61","null","null","222","103","null","null","98","60","null","null","565","178","null","null","24","null","29","null","257","134","null","null","245","null","93","null","300","null","112","null","50","null","61","null",
