"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005EA","B08301_005M","B08301_005MA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009EA","B08301_009M","B08301_009MA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011EA","B08301_011M","B08301_011MA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013M","B08301_013MA","B08301_013EA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016EA","B08301_016M","B08301_016MA","B08301_017E","B08301_017M","B08301_017MA","B08301_017EA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020EA","B08301_020M","B08301_020MA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"1400000US17031430500","Census Tract 4305, Cook County, Illinois","1079","200","null","null","492","137","null","null","439","null","137","null","53","null","50","null","3","null","12","null","50","48","null","null","0","11","null","null","0","11","null","null","0","null","11","null","530","null","155","null","469","null","150","null","0","11","null","null","33","45","null","null","28","35","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","20","23","null","null","0","null","11","null","37","null","32","null",
"1400000US17031430600","Census Tract 4306, Cook County, Illinois","683","138","null","null","401","105","null","null","391","null","107","null","10","null","18","null","10","null","18","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","266","null","78","null","186","null","76","null","0","11","null","null","53","35","null","null","27","21","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","16","null","13","null",
"1400000US17031430700","Census Tract 4307, Cook County, Illinois","913","181","null","null","491","117","null","null","491","null","117","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","339","null","156","null","322","null","155","null","0","11","null","null","8","14","null","null","9","13","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","21","26","null","null","0","null","11","null","62","null","55","null",
"1400000US17031430800","Census Tract 4308, Cook County, Illinois","722","157","null","null","344","93","null","null","336","null","93","null","8","null","9","null","3","null","6","null","5","7","null","null","0","11","null","null","0","11","null","null","0","null","11","null","337","null","107","null","250","null","115","null","0","11","null","null","67","47","null","null","20","23","null","null","0","null","11","null","6","null","11","null","0","11","null","null","0","11","null","null","31","36","null","null","0","null","11","null","4","null","8","null",
"1400000US17031430900","Census Tract 4309, Cook County, Illinois","424","106","null","null","250","88","null","null","192","null","84","null","58","null","35","null","6","null","8","null","24","25","null","null","0","11","null","null","17","25","null","null","11","null","15","null","142","null","62","null","116","null","55","null","0","11","null","null","26","26","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","32","null","27","null","0","null","11","null",
"1400000US17031431200","Census Tract 4312, Cook County, Illinois","1255","193","null","null","695","209","null","null","571","null","188","null","124","null","90","null","118","null","89","null","0","11","null","null","0","11","null","null","6","11","null","null","0","null","11","null","488","null","168","null","369","null","153","null","0","11","null","null","59","51","null","null","60","65","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","63","73","null","null","0","null","11","null","9","null","14","null",
"1400000US17031431301","Census Tract 4313.01, Cook County, Illinois","922","203","null","null","575","174","null","null","457","null","155","null","118","null","76","null","118","null","76","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","281","null","110","null","281","null","110","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","10","16","null","null","27","null","44","null","29","null","46","null",
"1400000US17031431302","Census Tract 4313.02, Cook County, Illinois","1204","215","null","null","624","176","null","null","492","null","156","null","132","null","88","null","132","null","88","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","462","null","147","null","422","null","141","null","0","11","null","null","24","29","null","null","16","26","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","72","null","50","null","46","null","40","null",
"1400000US17031431400","Census Tract 4314, Cook County, Illinois","2248","326","null","null","1266","268","null","null","1108","null","268","null","158","null","120","null","158","null","120","null","0","15","null","null","0","15","null","null","0","15","null","null","0","null","15","null","822","null","220","null","738","null","205","null","0","15","null","null","52","50","null","null","32","52","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","37","43","null","null","0","null","15","null","123","null","91","null",
"1400000US17031440101","Census Tract 4401.01, Cook County, Illinois","1290","243","null","null","738","189","null","null","571","null","171","null","167","null","93","null","122","null","79","null","45","45","null","null","0","11","null","null","0","11","null","null","0","null","11","null","419","null","162","null","338","null","149","null","0","11","null","null","81","67","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","63","53","null","null","0","null","11","null","70","null","60","null",
"1400000US17031440102","Census Tract 4401.02, Cook County, Illinois","1009","221","null","null","397","131","null","null","368","null","130","null","29","null","34","null","29","null","34","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","511","null","142","null","376","null","140","null","0","11","null","null","95","85","null","null","40","44","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","44","42","null","null","13","null","19","null","44","null","32","null",
"1400000US17031440201","Census Tract 4402.01, Cook County, Illinois","1921","333","null","null","1113","326","null","null","1071","null","323","null","42","null","69","null","0","null","15","null","42","69","null","null","0","15","null","null","0","15","null","null","0","null","15","null","767","null","215","null","508","null","211","null","0","15","null","null","226","124","null","null","33","51","null","null","0","null","15","null","28","null","46","null","0","15","null","null","0","15","null","null","13","21","null","null","0","null","15","null","0","null","15","null",
